106,臺灣經典電影數位修復及加值利用計畫(2/4),5G
106,影視音數位內容特效技術與創新應用計畫(1/4),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-故宮4G行動博物館(3/3),5G
106,建構國際級偏鄉數位資訊醫療照護網(4/4),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-建構原住民族地區無線寬頻環境計畫,5G
106,106年度5家無線電視臺數位頻道及公視HiHD頻道衛星上鏈計畫(1/1),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-推廣校園4G創新應用服務,5G
106,校園無線網路環境建置計畫(原計畫名稱：校園雲端環境建置計畫)(4/4),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-行動寬頻尖端技術人才培育,5G
106,網路通訊領域關鍵技術綱要計畫(4/4),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-研發行動寬頻新興技術,5G
106,加速行動寬頻服務及產業發展計畫(3/3)-建置4G+網路接取與應用測試環境,5G
106,5G產業技術拔尖計畫(1/4),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-4G先進商務模式發展計畫,5G
106,科技服務系統研發、實證與美學設計加值綱要計畫(3/4),5G
106,5G通訊系統與應用旗艦計畫(1/4),5G
106,加速行動寬頻服務及產業發展計畫-構建4G智慧寬頻應用城鄉(3/3),5G
106,新一代寬頻通訊與創新應用發展計畫(4/4),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-資深公民與弱勢族群4G公益應用推動計畫,5G
106,網路通訊國際標準分析及參與制定(4/4),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-推動中小企業4G行動商務應用服務計畫,5G
106,加速行動寬頻服務及產業發展計畫(3/3)-頻譜政策規劃及產業輔導研究,5G
106,研發環境資訊化管理暨辦公室自動化整備計畫(1/1),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-前瞻通訊網路技術開發與應用(1/1),5G
106,下世代無線通訊毫米波射頻前端電路設計/製造/量測技術發展(3/4),5G
106,教育學術研究骨幹網路維運計畫(2/2),5G
106,加速行動寬頻服務及產業發展計畫(3/3)-災害訊息廣播平台系統建置(1/1),5G
106,推動數位經濟發展之通訊傳播匯流政策及法制革新計畫(1/4),5G
107,臺灣經典電影數位修復及加值利用計畫(3/4),5G
107,影視音數位視覺特效應用加值計畫(原計畫名稱：影視音數位內容特效技術與創新應用計畫)(2/4),5G
107,新媒體跨平台內容產製計畫(1/4),5G
107,推動超高畫質電視內容升級前瞻計畫(2/4),5G
107,107年度5家無線電視臺數位頻道及公視HiHD頻道衛星上鏈計畫(1/1),5G
107,5G行動寬頻人才培育計畫(1/3),5G
107,建置校園智慧網路(2/4),5G
107,高中職學術連網全面優化頻寬提升計畫(2/4),5G
107,5G產業技術拔尖計畫(2/4),5G
107,5G通訊系統與應用旗艦計畫(2/4),5G
107,數位寬頻創新應用產業發展計畫(1/4),5G
107,參與先進國際標準制定、研析國際標準調和國家標準及活絡產業標準(1/4),5G
107,數位創新經濟基礎網路環境建構支援平台計畫(1/3),5G
107,研發環境資訊化管理暨辦公室自動化整備計畫(1/1),5G
107,5G/B5G 無線通訊網路技術研發計畫(1/3),5G
107,下世代無線通訊毫米波射頻前端電路設計/製造/量測技術發展(4/4),5G
107,推動數位經濟發展之通訊傳播匯流政策及法制革新計畫（第二年）(2/4),5G
107,強化防救災行動通訊基礎建置計畫(2/4),5G
107,普及偏鄉寬頻接取環境計畫(2/4)-普及偏鄉寬頻基礎建設計畫,5G
108,影視音數位視覺特效應用加值計畫(3/4),5G
108,臺灣經典電影數位修復及加值利用計畫(4/4),5G
108,新媒體跨平台內容產製計畫(2/3),5G
108,推動超高畫質電視內容升級前瞻計畫(3/4),5G
108,108年度5家無線電視臺數位頻道及公視HiHD頻道衛星上鏈計畫(1/1),5G
108,5G行動寬頻人才培育計畫(2/3),5G
108,建置校園智慧網路計畫(3/4),5G
108,高中職學術連網全面優化頻寬提升計畫(3/4),5G
108,5G產業技術拔尖計畫 (3/4),5G
108,5G通訊系統與應用旗艦計畫(3/4),5G
108,數位寬頻創新應用產業發展計畫(2/4),5G
108,數位創新經濟基礎網路環境建構支援平台計畫(2/3),5G
108,5G/B5G無線通訊網路技術研發計畫(2/3),5G
108,重點產業高階人才培訓與就業計畫(3/4),5G
108,跨虛實科技人文計算平台(3/4),5G
108,新世代5G及物聯網智慧管理與網路治理研究計畫(1/1),5G
108,推動數位經濟發展之通訊傳播匯流政策及法制革新計畫(3/4),5G
108,強化防救災行動通訊基礎建置計畫(3/4),5G
108,普及偏鄉寬頻接取環境計畫(3/4),5G
109,新媒體跨平台內容產製計畫(3/3),5G
109,臺灣經典電影數位修復及加值利用計畫(1/4),5G
109,影視音數位視覺特效應用加值計畫(4/4),5G
109,推動超高畫質電視內容升級前瞻計畫(4/4),5G
109,109年度5家無線電視臺數位頻道及公視HiHD頻道衛星上鏈計畫(1/1),5G
109,建置校園智慧網路計畫(4/4),5G
109,5G行動寬頻人才培育計畫(3/3),5G
109,高中職學術連網全面優化頻寬提升計畫(4/4),5G
109,人工智慧技術拔尖與產業領航計畫(3/4),5G
109,B5G前瞻系統關鍵技術開發計畫(1/4),5G
109,5G+系統暨應用淬鍊計畫(1/4),5G
109,傳統產業數位創新加值計畫(3/4),5G
109,數位寬頻創新應用產業發展計畫(3/4),5G
109,5G+產業生態鏈推動計畫(1/4),5G
109,虛擬商務應用服務先期研究計畫(1/4),5G
109,推動5G定向育成加速器計畫(1/4),5G
109,推動中小企業5G智慧應用服務計畫(1/4),5G
109,數位創新經濟基礎網路環境建構支援平台計畫(3/3),5G
109,5G/B5G無線通訊網路技術研發計畫(3/3),5G
109,重點產業高階人才培訓與就業計畫(4/4),5G
109,普及偏鄉寬頻接取環境計畫(4/4),5G
109,強化防救災行動通訊基礎建置計畫(4/4),5G
109,推動數位經濟發展之通訊傳播匯流政策及法制革新計畫(4/4),5G
109,5G釋照作業規劃及頻譜整備改善措施計畫(1/2),5G
109,推動5G垂直應用場域實證、法規調適與網路資安之防護研析計畫(1/3),5G
110,總統副總統文物及重大歷史事件研究展示：5G科技串聯應用計畫(1/4),5G
110,文化科技創新應用研究計畫(1/1),5G
110,臺灣經典電影數位修復及加值利用計畫(2/4),5G
110,影音場域之5G創新應用領航計畫(1/5),5G
110,故宮5G博物館建設計畫(1/4),5G
110,110年度5家無線電視臺數位頻道及公視HiHD頻道衛星上鏈計畫(1/1),5G
110,消防5G場域計畫(1/3),5G
110,警消微波網路系統移頻計畫(1/4),5G
110,5G智慧警察行動服務計畫(1/3),5G
110,5G行動寬頻人才培育計畫(1/2),5G
110,校園5G示範教室與學習載具計畫(1/5),5G
110,臺灣資安卓越深耕-先進網路鑑識計畫(1/4),5G
110,B5G前瞻系統關鍵技術開發計畫 (2/4),5G
110,人工智慧技術拔尖與產業領航計畫(4/4),5G
110,5G+系統暨應用淬鍊計畫(2/4),5G
110,臺灣資安卓越深耕-半導體及資通訊供應鏈資安關鍵技術發展計畫(1/4),5G
110,Beyond 5G 低軌衛星-地面設備與產業推動計畫(1/4),5G
110,5G資安防護系統開發計畫(1/4),5G
110,傳統產業數位創新加值計畫(4/4),5G
110,5G+產業生態鏈推動計畫(2/4),5G
110,數位寬頻創新應用產業發展計畫(4/4),5G
110,AI 智慧應用暨人才淬煉推動計畫(1/5),5G
110,虛擬商務應用服務推動計畫(2/4),5G
110,推動5G定向育成加速器計畫(2/4),5G
110,5G/B5G電信資源整備及通訊網路發展研究計畫(1/4),5G
110,台灣光纜通道計畫(1/5),5G
110,海纜及5G雲端聯網中心建置計畫(1/5),5G
110,Beyond 5G低軌衛星(1/4)-通訊衛星發展,5G
110,亞洲．矽谷5G創新應用計畫(1/5),5G
110,推動數位經濟發展之通訊傳播匯流政策及法制革新計畫(1/5),5G
110,強化偏鄉地區5G寬頻服務與涵蓋─普及偏鄉寬頻接取環境計畫(1/4),5G
110,強化防救災行動通訊基礎建置計畫(1/4),5G
110,推動5G垂直應用場域實證、法規調適與網路資安之防護研析計畫(1/4),5G
110,5G及物聯網資安防護 - 健全電信資安防護設備建置計畫(1/4),5G
110,補助5G網路建設計畫(1/5),5G
110,強化偏鄉地區5G寬頻服務與涵蓋─補助業者於偏鄉地區建置行動寬頻基地臺計畫(1/5),5G
110,5G釋照作業規劃及頻譜整備改善措施計畫(1/5),5G
110,中新二號衛星騰讓頻譜補償計畫(1/4),5G
110,改善山區行動通訊品質計畫(1/3),5G
110,海纜與網路之未來發展政策與安全防護研究計畫(1/4),5G
年度,計畫完整中文名稱,label
103,科技應用與服務發展綱要計畫(4/4),8
103,我國產業政策研究規劃及推動計畫(4/4),8
103,地區產業整合發展計畫(3/4),8
103,產業創新價值卓越計畫(3/4),8
103,協助傳統產業技術開發計畫(1/4),8
103,主要經貿國家產業競爭研究及政策規劃計畫(4/4),8
103,策略性產業人力資源發展與推動計畫(1/4),8
103,產業結構優化躍升計畫(1/4),8
103,技術服務業發展計畫(2/4),8
103,商業服務業發展研究能量建置計畫(4/4),8
103,商業服務業科技化與國際化發展計畫(2/4),8
103,流行時尚產業科技應用與高值化輔導推動計畫(4/4),8
103,台灣美食國際化及科技化服務計畫(4/4),8
103,商工資訊創新應用服務研發及整合計畫(4/4),8
103,國家工商登記資料庫雲端服務運用計畫(2/4),8
103,以服務加值再造生活服務業競爭力計畫(1/4),8
103,科技專案計畫與財團法人績效管理計畫(1/4),8
103,中小企業品質永續計畫-厚植中小企業能耐創新躍進(3/4),8
103,管理顧問服務科技發展計畫(2/4),8
103,創新型中小企業財會資訊應用發展計畫(4/4),8
103,新興中小企業政策決策知識與創新服務加值計畫(4/4),8
103,中小企業設計加值特色發展計畫(1/4),8
103,協助國內企業延攬海外科技人才計畫(3/9),8
103,建構學術發展與科技產業智慧化服務平台GOV2.0(1/1),8
103,社會發展政策研究計畫(1/1),8
103,中國大陸經濟研究與後ECFA時期的大陸政策-運用系統工程的整合型計畫(3/4),8
103,追求卓越之文官培訓功能科研計畫(3/5)-文官學習科學模型之精進與驗證,8
104,主要經貿國家產業競爭研究及政策規劃計畫(1/4),8
104,技術服務業發展計畫(3/4),8
104,協助傳統產業技術開發計畫(2/4),8
104,產業創新價值卓越計畫(4/4),8
104,我國產業政策研究規劃及推動計畫(1/4),8
104,產業結構優化躍升計畫(2/4),8
104,地區產業整合發展計畫(4/4),8
104,策略性產業人力資源發展與推動計畫(2/4),8
104,亞洲生產力組織綠色卓越中心計畫(1/4),8
104,台灣餐飲國際化及科技化服務計畫(1/4),8
104,商業服務業科技計畫管理與知識加值計畫(2/4),8
104,商工行政資訊系統服務躍升及安全強化計畫(1/4),8
104,國家工商登記資料庫雲端服務運用計畫(3/4),8
104,時尚產業科技行銷應用計畫(1/4),8
104,商業服務跨業聚合加值推動計畫(1/4),8
104,商業服務價值提升計畫(3/4),8
104,以服務加值再造生活服務業競爭力計畫(2/4),8
104,商業服務業科技化與國際化發展計畫(3/4),8
104,商業服務業發展動能推升計畫(1/4),8
104,管理顧問服務科技發展計畫(3/4),8
104,中小企業價值創新應用計畫(1/4),8
104,中小企業品質永續計畫-厚植中小企業能耐創新躍進(4/4),8
104,新興中小企業政策決策知識發展計畫(1/4),8
104,中小企業服務優化與特色加值計畫(1/4),8
104,協助國內企業延攬海外科技人才計畫(4/9),8
104,國家發展政策議題研究計畫(1/1),8
104,追求卓越之文官培訓功能科研計畫(4/5)-強化實驗動能,8
104,文官學習科學發展計畫(1/4)-官僚轉型以精進政府效能並改善投資環境,8
105,財政巨量資料研究中心研發計畫(1/4),8
105,地區產業整合發展計畫(1/4),8
105,我國產業政策研究規劃及推動計畫(2/4),8
105,產業結構優化躍升計畫(3/4),8
105,主要經貿國家產業競爭研究及政策規劃計畫(2/4),8
105,產業創新價值卓越計畫(1/4),8
105,技術服務業發展計畫(4/4),8
105,策略性產業人力資源發展與推動計畫(3/4),8
105,亞洲生產力組織綠色卓越中心計畫(2/4),8
105,商業行政資訊雲端應用擴充及效能提升計畫(1/4),8
105,餐飲業科技應用推動計畫(1/1),8
105,會計資訊品質提升計畫(1/4),8
105,商業服務業科技整合服務加值計畫(1/4),8
105,商業服務業發展動能推升計畫(2/4),8
105,服務業結構調整與科技應用規劃計畫(1/4),8
105,新興中小企業政策決策知識發展計畫(2/4),8
105,中小企業服務優化與特色加值計畫(2/4),8
105,中小企業品質4.0價值勁升計畫(1/4),8
105,管理顧問服務科技發展計畫(4/4),8
105,協助國內企業延攬海外科技人才計畫(5/9),8
105,循證化公務人力統計分析系統建置計畫(1/2),8
105,文官學習科學發展計畫(2/4)-發表培訓科技白皮書,8
105,追求卓越之文官培訓功能科研計畫(5/5),8
106,智慧製造產業創新提升人才培育計畫(1/4),8
106,產業創新價值卓越計畫(2/4),8
106,主要經貿國家產業競爭研究及政策規劃計畫(3/4),8
106,技術服務業發展計畫(1/4),8
106,產業結構優化躍升計畫(4/4),8
106,協助傳統產業技術開發計畫(4/4),8
106,地區產業整合發展計畫(2/4),8
106,策略性產業人力資源發展與推動計畫(4/4),8
106,亞洲生產力組織綠色卓越中心計畫(3/4),8
106,我國產業政策研究規劃及推動計畫(3/4),8
106,系統孵育整合出口計畫(1/4),8
106,商業服務業發展動能推升計畫(3/4),8
106,餐飲業科技應用推動計畫(1/1),8
106,服務業結構調整與科技應用規劃計畫(2/4),8
106,會計資訊品質提升計畫(2/4),8
106,商業行政資訊雲端應用擴充及效能提升計畫(2/4),8
106,以服務加值再造生活服務業競爭力計畫(2/2),8
106,因應虛擬世界法規調適及新興經濟發展模式商業法制環境建置計畫(2/2),8
106,新興中小企業政策決策知識發展計畫(3/4),8
106,中小企業品質4.0價值勁升計畫(2/4),8
106,管理顧問服務科技發展計畫(1/4),8
106,中小企業服務優化與特色加值計畫(3/4),8
106,產業人才海外網絡鏈結暨延攬計畫(1/4),8
106,文官學習科學發展計畫(3/4),8
107,地價查估技術精進與實價登錄資料應用發展計畫(1/5),8
107,技術服務業發展計畫(2/4),8
107,亞洲生產力組織綠色卓越中心計畫(4/4),8
107,設計經濟力(Designomics)推動計畫(1/4),8
107,服務業結構調整與科技應用規劃計畫(3/4),8
107,商業環境優化與產業創新推動計畫(1/1),8
107,產業人才海外網絡鏈結暨延攬計畫(2/4),8
107,學界研發成果產業化推動計畫(3/4),8
107,文官學習科學發展計畫(4/4),8
108,地價查估技術精進與實價登錄資料應用發展計畫(2/5),8
108,培訓產業創新暨人力加值計畫(4/4),8
108,亞洲生產力組織執行計畫(1/4),8
108,營造亞太產業供應鏈夥伴關係新局計畫(2/4),8
108,技術服務業發展計畫(3/4),8
108,設計經濟力(Designomics)推動計畫(2/4),8
108,時尚跨界整合旗艦計畫(1/4 ),8
108,商業環境優化與產業創新推動計畫(1/1),8
108,商業服務業經濟情勢分析與我國策略規劃(4/4),8
108,產業人才海外網絡鏈結暨延攬計畫(3/4),8
108,國研院院務推動與管理計畫(1/4),8
109,地價查估技術精進與實價登錄資料應用發展計畫(3/5),8
109,智能稅務服務計畫(1/4),8
109,時尚跨界整合旗艦計畫(2/4),8
109,技術服務業發展計畫(4/4),8
109,設計經濟力(Designomics)推動計畫(3/4),8
109,營造亞太產業供應鏈夥伴關係新局計畫(3/4),8
109,設計驅動跨域整合創新計畫(1/4),8
109,產業創新人才產學接軌推動計畫(1/4),8
109,優化經商環境與提升產業競爭力計畫(1/4),8
109,服務業創新研發暨生活服務計畫(1/4),8
109,餐飲及老店創新國際發展(1/1),8
109,產業人才海外網絡鏈結暨延攬計畫(4/4),8
110,地價查估技術精進與實價登錄資料應用發展計畫(4/5),8
110,智能稅務服務計畫(2/4),8
110,營造亞太產業供應鏈夥伴關係新局計畫(4/4),8
110,亞洲生產力組織執行計畫(3/4),8
110,技術服務業發展計畫2.0(1/4),8
110,台日新戰略夥伴關係建構計畫(1/4),8
110,潛力隱形冠軍智慧加值創新成長計畫(Hidden Champion+2.0)(2/4),8
110,設計驅動跨域整合創新計畫(2/4),8
110,時尚跨界整合旗艦計畫(3/4),8
110,臺灣餐飲及老店創新國際發展計畫(2/4),8
110,服務業創新研發暨生活服務計畫(2/4),8
110,優化經商環境與提升產業競爭力計畫(2/4),8
110,建構零售暨服務業數據共享創新服務計畫(1/5),8
110,雲世代產業數位轉型(1/4)-輔導小微型企業數位轉型及永續發展計畫,8
110,加速投資臺灣行動方案服務計畫(2/3),8
110,產業人才海外網絡鏈結暨延攬計畫(1/4),8
年度,計畫完整中文名稱,label
103,國家生技研究園區開發計畫(1/3),精準醫療與精準健康
103,生技醫藥國家型科技計畫-轉譯醫學研究及生技醫藥法規服務(4/6),精準醫療與精準健康
103,生技醫藥國家型科技計畫-各疾病研究領域之生物分子標靶新藥研究與開發(4/6),精準醫療與精準健康
103,衛生福利科技管理計畫(1/4),精準醫療與精準健康
103,藥物安全品質提升科技計畫(2/4),精準醫療與精準健康
103,提升臨床試驗國際競爭力計畫(1/3),精準醫療與精準健康
103,整合中、西藥品質暨安全風險管理機制(1/4),精準醫療與精準健康
103,醫衛生命科技研究計畫(2/4),精準醫療與精準健康
103,生技產業創新創業人才培育計畫(1/4),精準醫療與精準健康
103,生技醫藥國家型科技計畫-核心設施及產業推動(4/6),精準醫療與精準健康
103,生技醫藥產業科技發展綱要計畫(4/4),精準醫療與精準健康
103,生技起飛鑽石行動方案-藥品及醫材研發能量建置計畫(3/4),精準醫療與精準健康
103,癌症治療之新穎藥物研發計畫(3/4),精準醫療與精準健康
103,醫療器材產業服務研發三年計畫(2/3),精準醫療與精準健康
103,生技醫藥產業發展推動計畫(3/4),精準醫療與精準健康
103,學研轉譯能量提升計畫(1/2),精準醫療與精準健康
103,實驗動物模式暨轉譯醫學之研究(4/6),精準醫療與精準健康
103,幹細胞及再生醫學研究(4/6),精準醫療與精準健康
103,生技類核心設施平台維運計畫(4/4),精準醫療與精準健康
103,南部生技醫療器材產業聚落發展計畫第二期計畫(2/4),精準醫療與精準健康
103,醣醫學研究中程個案計畫(1/5),精準醫療與精準健康
103,生技醫藥國家型科技計畫 - 研究群組暨資源中心年度綱要計畫(4/6),精準醫療與精準健康
103,生技醫藥國家型科技計畫 - 臨床試驗計畫年度綱要計畫(4/6),精準醫療與精準健康
103,提升生技創新暨產業競爭力計畫(1/1),精準醫療與精準健康
103,生技醫藥國家型科技計畫(臨床前發展群組)-先導藥物評估與候選藥物推動(4/6),精準醫療與精準健康
103,建構全國實驗動物資源服務中心(1/4),精準醫療與精準健康
103,生醫產業商品化人才培育計畫(1/2),精準醫療與精準健康
103,生醫科技研發與驗證計畫(1/4),精準醫療與精準健康
104,重大疾病之新藥與疫苗研發：人類健康與永續發展(1/4),精準醫療與精準健康
104,國家生技研究園區開發計畫(2/6),精準醫療與精準健康
104,醫衛生命科技研究計畫(3/4),精準醫療與精準健康
104,整合中、西藥品質暨安全風險管理機制(2/4),精準醫療與精準健康
104,衛生福利部生技醫藥國家型科技計畫(5/6)-各疾病研究領域之生物分子標靶新藥研究與開發,精準醫療與精準健康
104,衛生福利部生技醫藥國家型科技計畫(5/6)-轉譯醫學研究及生技醫藥法規服務,精準醫療與精準健康
104,提升臨床試驗創新及競爭力計畫(2/3),精準醫療與精準健康
104,藥物安全品質提升科技計畫(3/4),精準醫療與精準健康
104,衛生福利科技管理計畫(2/4),精準醫療與精準健康
104,生技產業創新創業人才培育計畫(2/4),精準醫療與精準健康
104,生技醫藥國家型科技計畫-核心設施及產業推動(5/6),精準醫療與精準健康
104,醫療器材產業服務研發三年計畫(3/3),精準醫療與精準健康
104,生技起飛鑽石行動方案-藥品及醫材研發能量建置計畫(4/4),精準醫療與精準健康
104,生技醫藥產業科技發展綱要計畫(1/4),精準醫療與精準健康
104,癌症治療之新穎藥物研發計畫(4/4),精準醫療與精準健康
104,生技蛋白藥開發四年計畫(1/4),精準醫療與精準健康
104,以膠原蛋白支架技術開發台灣自有品牌之生技新藥(1/4),精準醫療與精準健康
104,生技醫藥產業發展推動計畫(4/4),精準醫療與精準健康
104,學研轉譯能量提升計畫(2/2),精準醫療與精準健康
104,南部生技醫療器材產業聚落發展計畫第二期計畫(3/4),精準醫療與精準健康
104,醣醫學研究中程個案計畫(2/5),精準醫療與精準健康
104,實驗動物模式暨轉譯醫學之研究(5/6),精準醫療與精準健康
104,幹細胞及再生醫學研究(5/6),精準醫療與精準健康
104,生技類核心設施平台維運計畫II(1/4),精準醫療與精準健康
104,生技醫藥國家型科技計畫 - 研究群組暨資源中心年度綱要計畫(5/6),精準醫療與精準健康
104,生技醫藥國家型科技計畫 - 臨床試驗計畫年度綱要計畫(5/6),精準醫療與精準健康
104,生技醫藥國家型科技計畫(臨床前發展群組)-先導藥物評估與候選藥物推動(5/6),精準醫療與精準健康
104,建構全國實驗動物資源服務中心(1/4),精準醫療與精準健康
104,共用性基礎設施建置計畫(1/4),精準醫療與精準健康
104,生醫產業商品化人才培育計畫(2/4),精準醫療與精準健康
104,加速肝功能量化正子造影劑之產業化(1/4),精準醫療與精準健康
105,重大疾病之新藥與疫苗研發：人類健康與永續發展(2/4),精準醫療與精準健康
105,國家生技研究園區開發計畫(3/6),精準醫療與精準健康
105,打造世界級蛋白質研發重鎮：開創次世代生技產業(1/4),精準醫療與精準健康
105,衛生福利部生技醫藥國家型科技計畫(6/6)-轉譯醫學研究及生技醫藥法規服務,精準醫療與精準健康
105,衛生福利部生技醫藥國家型科技計畫(6/6)-各疾病研究領域之生物分子標靶新藥研究與開發,精準醫療與精準健康
105,永續提供高品質醫療服務(1/4),精準醫療與精準健康
105,衛生福利科技管理計畫(3/4),精準醫療與精準健康
105,整合中、西藥品質暨安全風險管理機制(3/4),精準醫療與精準健康
105,健康醫藥生技前瞻發展計畫(1/4),精準醫療與精準健康
105,確保衛生安全環境整合型計畫(1/4),精準醫療與精準健康
105,醫衛生命科技研究綱要計畫(4/4),精準醫療與精準健康
105,生技產業創新創業人才培育計畫(3/4),精準醫療與精準健康
105,生技醫藥國家型科技計畫(6/6)-核心設施與產業化推動,精準醫療與精準健康
105,治療癌症之新穎藥物研發計畫(1/4),精準醫療與精準健康
105,生技醫藥產業科技發展綱要計畫(2/4),精準醫療與精準健康
105,生技蛋白藥開發四年計畫(2/4),精準醫療與精準健康
105,複合醫材與藥品開發計畫(1/4),精準醫療與精準健康
105,生技醫藥產業發展推動計畫(1/4),精準醫療與精準健康
105,生技整合及育成能量提升計畫(1/4),精準醫療與精準健康
105,醣醫學研究中程個案計畫(3/5),精準醫療與精準健康
105,生技類核心設施平台維運計畫II(2/4),精準醫療與精準健康
105,南部生技醫療器材產業聚落發展計畫第二期計畫(4/4),精準醫療與精準健康
105,擴大與強化共同使用服務平台(1/4)-﹝擴大並強化『貴重儀器共同使用服務計畫』﹞及﹝建置多物種標準化動物試驗設施服務平台﹞,精準醫療與精準健康
105,生技醫藥國家型科技計畫(6/6)-研究群組暨資源中心年度綱要計畫,精準醫療與精準健康
105,生技醫藥國家型科技計畫(6/6)-臨床前暨臨床試驗綱要計畫,精準醫療與精準健康
105,生醫產業商品化人才培育計畫(3/6),精準醫療與精準健康
105,建構全國實驗動物資源服務中心(1/4),精準醫療與精準健康
105,加速肝功能量化正子造影劑之產業化(2/4),精準醫療與精準健康
106,重大疾病之新藥與疫苗研發：人類健康與永續發展(3/4),精準醫療與精準健康
106,生技醫藥轉譯創新發展計畫—技術支援平台主軸(1/4),精準醫療與精準健康
106,國家生技研究園區開發計畫(4/6),精準醫療與精準健康
106,打造世界級蛋白質研發重鎮：開創次世代生技產業(2/4),精準醫療與精準健康
106,整合中、西藥品質暨安全風險管理機制(4/4),精準醫療與精準健康
106,確保衛生安全環境整合型計畫(2/4),精準醫療與精準健康
106,醫衛生命科技研究綱要計畫(1/4),精準醫療與精準健康
106,新穎標靶之創新藥物研究與開發(1/4),精準醫療與精準健康
106,生技醫藥轉譯創新發展計畫–轉譯臨床主軸(1/4),精準醫療與精準健康
106,健康醫藥生技前瞻發展計畫(2/4),精準醫療與精準健康
106,衛生福利部科技管理計畫(4/4),精準醫療與精準健康
106,亞太生醫矽谷精準醫療旗艦計畫(1/4),精準醫療與精準健康
106,生技產業創新創業人才培育計畫(4/4),精準醫療與精準健康
106,生技醫藥產業科技發展綱要計畫(3/4),精準醫療與精準健康
106,治療癌症之新穎藥物研發計畫(2/4),精準醫療與精準健康
106,生技蛋白藥開發四年計畫(3/4),精準醫療與精準健康
106,創新診療暨影像醫學用醫療器材關鍵技術開發計畫(1/4),精準醫療與精準健康
106,生物經濟產業發展方案- 生技醫藥競爭力推升計畫(1/4),精準醫療與精準健康
106,精準治療之前瞻研究與系統建置計畫(1/4),精準醫療與精準健康
106,生技醫藥產業發展推動計畫(2/4),精準醫療與精準健康
106,生技特色醫藥產業鏈結國際推升計畫(1/4),精準醫療與精準健康
106,生技醫藥核心設施平台(1/1),精準醫療與精準健康
106,醣醫學研究中程個案計畫(4/5),精準醫療與精準健康
106,生技整合及育成能量提升計畫(2/4),精準醫療與精準健康
106,擴大與強化共同使用服務平台 -﹝擴大並強化『貴重儀器共同使用服務計畫』﹞及﹝建置多物種標準化動物試驗設施服務平台﹞(2/4),精準醫療與精準健康
106,生醫研發加值計畫(1/4),精準醫療與精準健康
106,再生醫學科技發展計畫(1/4),精準醫療與精準健康
106,共用性基礎設施建置計畫-生醫科技研發環境建置(3/4),精準醫療與精準健康
106,生醫產業商品化人才培育計畫(1/4),精準醫療與精準健康
106,建構全國實驗動物資源服務中心(1/4),精準醫療與精準健康
106,南部智慧生醫產業聚落推動計畫(1/4),精準醫療與精準健康
106,加速肝功能量化正子造影劑之產業化(3/4),精準醫療與精準健康
107,重大疾病之新藥與疫苗研發：人類健康與永續發展(4/4),精準醫療與精準健康
107,打造世界級蛋白質研發重鎮：開創次世代生技產業(3/4),精準醫療與精準健康
107,發展新世代台灣癌症之精準醫療路徑圖(1/4),精準醫療與精準健康
107,生技醫藥轉譯創新發展計畫—技術支援平台主軸(2/4),精準醫療與精準健康
107,國家生技研究園區開發計畫(5/6),精準醫療與精準健康
107,健康醫藥生技前瞻發展計畫(3/4),精準醫療與精準健康
107,確保衛生安全環境整合型計畫(3/4),精準醫療與精準健康
107,醫衛生命科技研究計畫(2/4),精準醫療與精準健康
107,新穎標靶之創新藥物研究與開發(2/4),精準醫療與精準健康
107,亞太生醫矽谷精準醫療旗艦計畫(2/4),精準醫療與精準健康
107,強化早期臨床試驗能量(1/4),精準醫療與精準健康
107,生技醫藥轉譯創新發展計畫–轉譯臨床主軸(2/4),精準醫療與精準健康
107,衛生福利部科技管理計畫(1/4),精準醫療與精準健康
107,生醫產業與新農業跨領域人才培育計畫(1/4),精準醫療與精準健康
107,治療癌症之新穎藥物研發計畫(3/4),精準醫療與精準健康
107,生技蛋白藥開發四年計畫(4/4),精準醫療與精準健康
107,生物經濟產業發展方案-生技醫藥競爭力提升計畫(2/4),精準醫療與精準健康
107,生技醫藥產業科技發展綱要計畫(4/4),精準醫療與精準健康
107,創新診療暨影像醫學用醫療器材關鍵技術開發計畫(2/4),精準醫療與精準健康
107,精準治療之前瞻研究與系統建置計畫(2/4),精準醫療與精準健康
107,生技特色醫藥產業鏈結國際推升計畫(2/4),精準醫療與精準健康
107,生技醫藥產業發展推動計畫(3/4),精準醫療與精準健康
107,再生醫學科技發展計畫(2/4),精準醫療與精準健康
107,生技醫藥核心設施平台(1/1),精準醫療與精準健康
107,生醫研發加值計畫(2/4),精準醫療與精準健康
107,生技產業商品化人才培育(3/4),精準醫療與精準健康
107,生醫產業創新推動方案執行中心暨商品化中心計畫(1/4),精準醫療與精準健康
107,擴大與強化共同使用服務平台 -﹝擴大並強化『貴重儀器共同使用服務計畫』﹞及﹝建置多物種標準化動物試驗設施服務平台﹞(3/4),精準醫療與精準健康
107,科學園區生醫創新聚落整合推動計畫(1/4),精準醫療與精準健康
